OBJECTID,CODE,TYPELOCAL,NOM,SERV_ECOLE,SERV_POSTE,SERV_DOUAN,SERV_GENDA,SERV_HOPIT,SERV_INFR_,SERV_MUSUL,SERV_CHRET,SERV_CHAT_,SERV_PT_EA,SERV_ANT_H,SERV_EOLIE,SERV_PUITS,THEME,PAYS,IDUU,longitude,latitude
"369","4600060","6",Mékhé,"1","1","0","1","0","1","1","0","0","0","1","0","0",LA,SN,5b8aa0bc-8fb3-4a4a-9e72-361d998c0684,323963.0000000,1671497.0000000
"370","4600060","6",Mboro,"1","1","0","0","0","1","1","1","1","0","0","0","0",LA,SN,937a2f43-c6e9-44e5-8352-ecdab4a4fca1,297510.0000000,1674729.0000000
"371","4600060","6",Semmé,"1","1","1","0","0","1","1","0","1","0","1","0","0",LA,SN,82b6acd1-21c0-4b62-b24a-36d939d61f3f,720953.0000000,1681386.0000000
"372","4600060","6",Waoundé,"1","1","0","1","0","1","1","0","1","0","0","0","0",LA,SN,616ba677-c9ed-4a9b-9095-705690302b32,729178.0000000,1689162.0000000
"373","4600060","6",Dara Djolof,"1","1","0","1","0","1","1","0","1","0","0","0","0",LA,SN,ee15866c-f469-4f95-ac9d-a41f21212592,448822.0000000,1697145.0000000
"374","4600060","6",Ouro Sogui,"1","1","0","0","0","1","1","0","0","0","1","0","0",LA,SN,6a529c5a-5d96-46dc-9186-f8e42ea5f0fd,679504.0000000,1726036.0000000
"375","4600060","6",Thilogne,"1","1","0","0","0","1","1","0","1","0","1","0","0",LA,SN,1e975fb6-4d32-4d8e-a222-7c3717d609e6,650783.0000000,1765520.0000000
"376","4600060","6",Golléré,"1","1","0","0","0","1","1","0","1","0","0","0","0",LA,SN,9d2594f2-8132-4bef-83cf-03a8f79d44ae,595940.0000000,1797371.0000000
"377","4600060","6",Richard Toll,"1","1","0","1","0","1","1","0","1","0","1","0","0",LA,SN,1bda8b84-5b38-466f-bd37-232d011efc32,427014.0000000,1820808.0000000
"378","4600060","6",Rosso,"1","1","1","0","0","1","1","0","1","0","1","0","0",LA,SN,dbdb60b7-93d9-4b84-8268-370c1a682ded,413544.0000000,1824846.0000000
"379","4600060","6",Ndioum,"1","1","0","0","1","0","1","0","1","0","1","0","0",LA,SN,fdb52387-7365-414e-bb52-d9df4f459b23,537745.0000000,1825434.0000000
"380","4600060","6",Ndiandane,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6bdf0fe1-9a92-40f7-afd8-eecf01003fe3,500838.0000000,1834086.0000000
"381","4600080","7",Youtou,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,a4b3e8a5-1ad8-4698-8146-5b2a87a1daca,338636.0000000,1369501.0000000
"382","4600080","7",Cap Skiring,"1","1","0","0","1","0","0","0","0","0","1","0","0",LA,SN,6ca1bf9b-b605-4c38-91d6-c8232da29c34,310970.0000000,1370256.0000000
"383","4600060","6",Dindéfello,"1","0","0","0","0","1","1","1","1","0","0","0","0",LA,SN,9d934a45-8c62-43d9-a0dd-17356f69ead2,791061.0000000,1370308.0000000
"384","4600080","7",Ségou,"1","0","1","0","0","1","1","0","1","0","0","0","0",LA,SN,2f411aa0-69a6-45bd-a845-cf76e852dfb8,795115.0000000,1373355.0000000
"385","4600080","7",Diakèn Wolof,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,5d5eaa99-b445-4caf-9701-360bdbbc4ca3,322309.0000000,1377317.0000000
"386","4600080","7",Elinkine,"1","0","1","0","0","1","0","0","0","0","1","0","0",LA,SN,ef3425eb-e84a-4de3-9f8d-3888922c06fd,319323.0000000,1383074.0000000
"387","4600060","6",Simbandi Balant,"1","0","0","0","0","1","1","1","0","0","0","0","0",LA,SN,517c8955-47bb-46aa-af86-dd81046d76d5,415621.0000000,1388285.0000000
"388","4600060","6",Ninéfesha,"1","0","0","1","1","0","0","0","1","0","1","0","0",LA,SN,af469d25-3b38-4215-8b74-c157afc1b1d0,774118.0000000,1389717.0000000
"389","4600080","7",Baghagua,"1","0","0","0","0","1","0","1","1","0","1","0","0",LA,SN,188e9c8d-a331-483f-80a5-8ffb6df6a812,385482.0000000,1393862.0000000
"390","4600080","7",Samékouta,"1","0","0","0","0","1","1","1","0","0","0","0","0",LA,SN,ff2c867f-89f7-41f3-9618-47071f0c3fcd,811850.0000000,1395502.0000000
"391","4600080","7",Affiniam,"1","0","0","1","0","1","0","0","0","0","0","0","0",LA,SN,6343f568-bee9-4b62-b8fb-3111fc77b015,352119.0000000,1399005.0000000
"392","4600080","7",Tobor Balingor,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,4e06ef48-1ecb-4488-9d1a-76ee32448d4e,362976.0000000,1400135.0000000
"393","4600080","7",Coubanao,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,8dc19ff9-791e-4d9b-84a4-903e91c6c31d,381719.0000000,1401164.0000000
"394","4600080","7",Elana,"1","0","0","0","0","0","0","1","0","0","0","0","0",LA,SN,713c1689-d6cf-4134-97ba-f936e8c705d1,344150.0000000,1402025.0000000
"395","4600080","7",Patim Kouta,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,44e2edde-fb96-4fac-8afe-be6ff73a5d66,634244.0000000,1409187.0000000
"396","4600080","7",Hilol,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,7a5536be-1720-4304-ab8d-c028c6c81e5d,318326.0000000,1416915.0000000
"397","4600080","7",Kagnobon,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,94b8a8c3-0911-4162-87a8-71013c20c790,346159.0000000,1420195.0000000
"398","4600080","7",Mako,"1","1","0","0","0","1","1","0","1","0","1","0","0",LA,SN,92a26556-31f1-4161-98ed-22990e9fb653,787581.0000000,1422799.0000000
"399","4600080","7",Marandan,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,b8e11cb8-2f79-4106-b53e-b97cdab25a76,467757.0000000,1423603.0000000
"400","4600060","6",Diaobé,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,7b901e89-728c-4d5b-822f-e75e77f08add,591369.0000000,1427716.0000000
"401","4600080","7",Kagnarou,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,7c922b39-2f13-49ab-9dd6-d94e2ee4e2b8,367124.0000000,1429820.0000000
"402","4600080","7",Ndiama,"1","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,13825774-140b-44a2-8e1d-8ca1601cde69,435776.0000000,1429981.0000000
"403","4600060","6",Diakounda,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,55d8da30-863a-4e07-8091-eb503d124946,396241.0000000,1433735.0000000
"404","4600080","7",Kabiline,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,95cfcd27-9314-4fd9-a8b6-ab23e4ac458c,331369.0000000,1433986.0000000
"405","4600080","7",Dianah,"1","0","0","0","0","1","1","1","0","0","0","0","0",LA,SN,84523b98-53cc-4cde-a2d5-cb3005fb9a1f,314062.0000000,1435142.0000000
"406","4600080","7",Diakoye Banga,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,c0e7784c-f4fa-4883-96c3-47db0e13dcdb,368191.0000000,1437052.0000000
"407","4600080","7",Abéné,"1","0","0","0","0","1","1","1","1","0","0","0","0",LA,SN,b221a373-40e4-4387-93b3-e0d567374d5a,313356.0000000,1437526.0000000
"408","4600080","7",Amanatoulaye Darou Hidjiratou,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,f6882709-5245-476b-b581-8d59c067db9f,621872.0000000,1440934.0000000
"409","4600080","7",Kabadio,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,366508c9-4704-43c9-80e9-cd87b9a9001e,314790.0000000,1441698.0000000
"410","4600060","6",Madina Wandifa (Km.102),"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,da9e818c-cecc-4e98-b86d-236e93affdeb,430259.0000000,1443647.0000000
"411","4600080","7",Dar Silam Chérif,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,eb83d8a1-1a25-4ed3-b26b-15ed05e7f161,333346.0000000,1446354.0000000
"412","4600060","6",Kossanto,"1","0","0","0","0","1","0","0","0","1","1","0","0",LA,SN,6d49ce28-9b32-40af-895c-23050b9eaffa,828978.0000000,1453841.0000000
"413","4600080","7",Séléti,"1","0","1","0","0","1","0","0","0","0","1","0","0",LA,SN,96078a47-96d4-4ad8-8f96-4a0ade55d973,329077.0000000,1453889.0000000
"414","4600060","6",Tankon,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,c2ff10d5-ebec-4146-838a-368acd07e850,446434.0000000,1464278.0000000
"415","4600080","7",Wassadou Dépôt,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,4a24c28c-ecbe-4d98-993b-d65ae0e8d1e9,678915.0000000,1476911.0000000
"416","4600080","7",Vélingara,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,395fe5bf-c1b5-4318-b84d-381b2b8afdad,656528.0000000,1500728.0000000
"417","4600080","7",Souriél Salif,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,34e75dfd-5847-4cc2-a664-8ad848e3d9e0,622646.0000000,1502682.0000000
"418","4600080","7",K. Ayip Gueye,"1","0","1","0","0","0","1","0","1","0","1","0","0",LA,SN,d602352d-3c2d-4250-97b0-96347cb8f9af,434526.0000000,1502972.0000000
"419","4600080","7",Hamdallaye Tessan,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,0cd32d4e-2d54-476a-b3be-63978b775bcc,660503.0000000,1505763.0000000
"420","4600080","7",Saboya,"1","0","1","0","0","1","1","0","1","0","1","0","0",LA,SN,257e0b5f-2670-4212-99d5-37b2805e310f,382912.0000000,1505805.0000000
"421","4600080","7",K. Moussa Frontière,"1","0","1","0","0","1","0","0","1","0","1","0","0",LA,SN,ac7c4d6c-9188-452d-a13a-4338ad6d6ce4,406613.0000000,1506231.0000000
"422","4600080","7",Missira,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,0ab4fea5-0a50-4215-9c20-4fd2efc94ef2,337700.0000000,1513055.0000000
"423","4600080","7",Ndiba Ndiayène,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,3291d89d-28a1-4df9-be7a-5c64e32bfb07,428140.0000000,1513165.0000000
"424","4600080","7",Passi Ngayène,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,46337c67-124f-4eaa-88ab-990152c09758,450412.0000000,1514709.0000000
"425","4600080","7",Missira,"1","0","0","0","0","1","0","0","1","0","0","0","0",LA,SN,7a94c574-fcf6-472a-8f67-d837c260266a,392193.0000000,1522262.0000000
"426","4600060","6",Diama Gadio,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,429337ab-4fa5-4638-86da-63e4dd36c43a,454258.0000000,1524123.0000000
"427","4600060","6",Koar,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,281f8658-1b10-4f41-9a76-869dc832e0a4,685415.0000000,1526314.0000000
"428","4600080","7",Sintiou Vanar,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,858c95ff-bb8e-47e4-904a-3cb26e5ceccd,432494.0000000,1534941.0000000
"429","4600080","7",Niahène,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,11eb530e-db15-4df4-8a5b-87c72915acfa,479752.0000000,1550384.0000000
"430","4600080","7",Ségré Sékko,"1","0","0","0","0","0","1","0","1","0","0","0","0",LA,SN,a08854de-aa1f-462f-9492-fe7cc5cc87de,419307.0000000,1552064.0000000
"431","4600080","7",Koutia,"1","0","0","0","0","1","0","0","1","0","0","0","0",LA,SN,e521e895-aec5-4a5c-8b60-ab77f526036e,701322.0000000,1556401.0000000
"432","4600060","6",Soum,"1","0","0","0","0","1","1","1","0","0","0","0","0",LA,SN,b4672938-52cf-4294-a01b-62a1c2a846d5,340080.0000000,1557306.0000000
"433","4600080","7",Touba Ali Mbinde,"0","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,449cbb02-bc73-4579-b875-a6f6b7ca0499,526566.0000000,1561059.0000000
"434","4600080","7",Daouadi,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,615a97e6-af74-4e56-8611-d262ea981296,611358.0000000,1562108.0000000
"435","4600080","7",Samba Dia,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,658e4e37-657a-438d-92e4-da613c47aafc,313526.0000000,1562875.0000000
"436","4600080","7",Sil,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,a34194e8-e8e0-414a-aaa0-534cbeb67d7d,549348.0000000,1570506.0000000
"437","4600080","7",Pointe Sarène,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,9de09ce9-fe1e-48f1-a23f-c9d64fc6cea5,293095.0000000,1580322.0000000
"438","4600080","7",Somb,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,900c6034-1973-453f-a31d-0e8d138f56b0,369253.0000000,1595001.0000000
"439","4600060","6",Diarère,"1","0","0","0","0","1","1","1","0","0","1","0","0",LA,SN,26309b94-9332-4d81-bf78-e46892227458,340103.0000000,1597254.0000000
"440","4600080","7",Diohine,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,e94ffd0f-9d6e-4480-83d1-29808acb69c4,338061.0000000,1603790.0000000
"441","4600080","7",Tiobé,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,4e3e6e7d-5381-4c40-b0da-029a2b4b1c90,384162.0000000,1619628.0000000
"442","4600080","7",Niaga,"1","0","0","1","0","1","1","0","0","0","0","0","0",LA,SN,b28fed36-2165-4aa6-a43a-ea2677809884,257754.0000000,1638760.0000000
"443","4600080","7",Ndindi Abdou,"0","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,379bc771-ed93-4d1a-86c8-d44119b87428,411108.0000000,1644648.0000000
"444","4600080","7",Touba Bogo,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,7ee25b0a-7207-4723-bec2-1827ebdcff53,426084.0000000,1649560.0000000
"445","4600080","7",Ndiassane,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,43a20f79-14d2-4309-9f4c-56da0b185cf7,303209.0000000,1650220.0000000
"446","4600080","7",Kad Ndiayène,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,d5d5220c-090b-4abd-a860-ad4407aa19e3,415857.0000000,1655018.0000000
"447","4600080","7",Mbayène,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,09028152-b20a-45a0-bdeb-8085bd89558d,299125.0000000,1659090.0000000
"448","4600080","7",Touba Bélel,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,e892ecc4-44a6-4a84-b59d-9b6a07c2bd22,407578.0000000,1663405.0000000
"449","4600060","6",Dembankané,"1","1","0","0","0","1","1","0","1","0","1","0","0",LA,SN,8fe59e0d-5bfa-42c1-9743-ffde65abd06c,747049.0000000,1669744.0000000
"450","4600060","6",Mbaké Kadior,"1","0","0","0","0","0","1","0","1","0","0","0","0",LA,SN,1eb99f1f-5e16-4b23-892a-915b5df872a6,371670.0000000,1671172.0000000
"451","4600060","6",Afé,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,1d930718-7801-4c9a-aa34-e17e81c15e5b,454228.0000000,1672714.0000000
"452","4600080","7",Kel,"1","1","0","0","0","1","1","0","1","0","1","0","0",LA,SN,0230abb6-253f-436c-9126-960fda8d9768,330737.0000000,1679240.0000000
"453","4600080","7",Fourdou,"0","0","0","0","0","0","1","0","1","0","0","0","0",LA,SN,1f7c28d2-cecf-49cb-839e-61402dfb4e77,590132.0000000,1682415.0000000
"454","4600080","7",Darou Fal Diogo,"0","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,a2627d18-c126-4d7b-b16c-bd6d0617ec28,307275.0000000,1687224.0000000
"455","4600080","7",Fas Boye,"0","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,9eac7ede-ea52-4dd6-8b89-b613e38ad111,301386.0000000,1688363.0000000
"456","4600060","6",Ndéndoury,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,7412b7c8-1534-4540-a2e8-b28034cde19d,709216.0000000,1697640.0000000
"457","4600060","6",Amady Ounaré,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,d7000819-5da5-40d3-ab97-f27b491b115b,712902.0000000,1697718.0000000
"458","4600080","7",Ganguel Soulé,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,039be196-ab16-4d85-b9af-c0ca6026fd65,719683.0000000,1702046.0000000
"459","4600080","7",Mouk Mouk,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,d17c4fa4-e6c7-44bc-9a64-13c9bb9a273e,415965.0000000,1706612.0000000
"460","4600080","7",Doundodji,"1","0","0","0","0","1","0","0","0","0","1","0","0",LA,SN,1d585df4-55f9-4bd6-913a-9b860e13fd00,479235.0000000,1710215.0000000
"461","4600060","6",Tiamène,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,e64b28e9-2cee-436f-93c5-0ac098eebb82,406859.0000000,1711583.0000000
"462","4600080","7",Ornoldé,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,4d043594-0fbb-4d99-85aa-4aeee2334e4c,717787.0000000,1712995.0000000
"463","4600080","7",Ouarak,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,c7426334-6b3c-493c-9eee-f90fc226a758,386645.0000000,1715512.0000000
"464","4600060","6",Odobéré,"1","1","0","0","0","1","1","0","1","0","1","0","0",LA,SN,71e5b251-aeeb-49e7-93bd-82e6a3bc4736,704010.0000000,1721325.0000000
"465","4600080","7",Gouyar Sar,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,2e50c9c4-f7d3-4fa3-bafe-2fe5c06018f0,371137.0000000,1738304.0000000
"466","4600080","7",Doumga Ouro Alfa,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,51e541e5-5340-45a2-8df4-a6622ec9e3a3,665783.0000000,1750867.0000000
"467","4600080","7",Goudoudé Ndouétbé,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,9c0aa85e-6bc1-4993-bcff-4eb90206e119,652138.0000000,1756187.0000000
"468","4600060","6",Fas Ngom,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,de0247b2-099d-4384-a5cb-6366c1ba124d,358245.0000000,1761659.0000000
"469","4600060","6",Nguidjlone,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,fdfafb18-1248-45c2-a30b-6a075d0541b0,676768.0000000,1762824.0000000
"470","4600080","7",Agnam Goli,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,976de576-f99d-48e9-a0c6-7e16da7a4b9f,640241.0000000,1770383.0000000
"471","4600080","7",Ngoui,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,5860d344-5236-48db-a880-9aa30a0a58c5,614309.0000000,1785082.0000000
"472","4600080","7",Diaglé,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,09124d3d-64a9-4976-bf74-5199ff55bc82,426082.0000000,1792076.0000000
"473","4600060","6",Diama,"1","0","1","0","0","1","1","0","0","1","1","0","0",LA,SN,8cd266d4-0f00-452e-b8e8-83833e4b13c8,350002.0000000,1792551.0000000
"474","4600060","6",Méri,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,c42003ac-6a95-4ff6-962c-0aa2c4d06c2d,600908.0000000,1793121.0000000
"475","4600080","7",Tioubalel,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,014ac78b-ee9c-44f6-8d99-ecb1882fd51e,608311.0000000,1799194.0000000
"476","4600060","6",Doumga Lao,"1","0","0","0","0","1","0","0","1","0","0","0","0",LA,SN,61e586df-4afe-4078-98e9-736d97a9ff81,583282.0000000,1806393.0000000
"477","4600060","6",Ndombo,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,8bb42cce-849e-4fe5-80b3-be5b8dc81864,425586.0000000,1817254.0000000
"478","4600060","6",Bodé,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e959d893-f743-45fd-8dca-555ec2abd3ab,569299.0000000,1818421.0000000
"479","4600080","7",Ntiagar,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,fc56b6f4-721a-4602-b105-0d7d292e67fe,408665.0000000,1822902.0000000
"480","4600060","6",Guédé Chantiers,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,9d366034-60e0-48a1-9192-39cae9106938,525848.0000000,1829333.0000000
"481","4600060","6",Démèt,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,62a4df20-e9ef-4aa1-9127-c3d9c61d6c48,577160.0000000,1831899.0000000
"482","4600080","7",Ndiawara-Torobé,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,4d0e38d2-e765-49f0-97e6-f7f405124896,515900.0000000,1833943.0000000
"483","4600080","7",Guyia,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,97deff28-8c66-4d13-8333-d3a0fa601b21,508086.0000000,1835238.0000000
"484","4600080","7",Paté Galo,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,2ab91364-8d18-4be1-b693-83fa540d9a11,558488.0000000,1837622.0000000
"485","4600090","8",Népen Diakha,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6f7cbed3-c6b2-4a06-8a6a-0cf47ff444e4,765469.0000000,1371278.0000000
"486","4600090","8",Essaout,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,982cd032-886f-442b-aa30-5aa55c25a7dc,323136.0000000,1372545.0000000
"487","4600090","8",Niagalankomé,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,f8a2d603-242f-4543-9d60-a05880ee4017,827259.0000000,1374312.0000000
"488","4600090","8",Mpak,"0","0","1","1","0","1","0","0","0","0","0","0","0",LA,SN,14cb7610-4745-47f8-a1eb-3a74eb78f8be,366334.0000000,1377039.0000000
"489","4600090","8",Ayoum,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,a89923a9-5482-44be-a2ca-cf46c40197bb,333905.0000000,1377126.0000000
"490","4600090","8",Sékhoto,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6347e0bb-4320-42d8-a2be-e9c95f1c48fa,850428.0000000,1377735.0000000
"491","4600090","8",Dioèr,"1","0","0","0","0","0","0","1","0","0","0","0","0",LA,SN,544e83aa-c1d1-413a-8456-3e661d06af7b,345497.0000000,1378106.0000000
"492","4600090","8",Guémédji,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,687ff3b9-9d38-4986-9769-64c2fc0a99a3,894166.0000000,1378324.0000000
"493","4600090","8",Bafata 2,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,efbcb6fb-ffd7-4c9e-82db-ae87a5b296cc,408947.0000000,1378329.0000000
"494","4600090","8",Vélingara,"1","0","0","0","0","1","0","1","1","0","0","0","0",LA,SN,f4bbeb7d-1413-4c57-aebe-f53a1819754c,820217.0000000,1378744.0000000
"495","4600060","6",Dimboli,"1","0","0","0","0","1","0","0","0","0","1","0","0",LA,SN,93e759e4-d28d-4948-97c2-9a321d6eedc3,827206.0000000,1379764.0000000
"496","4600090","8",Koumafélé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e2b5a09b-a834-4fe0-a293-892161a73463,771967.0000000,1380227.0000000
"497","4600090","8",Sakhouya,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,8c66a456-befe-4bc2-8f33-46ae14221993,839092.0000000,1381357.0000000
"498","4600090","8",Safane,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c277666e-422c-4e7c-b8ca-317e356ce302,421576.0000000,1382350.0000000
"499","4600090","8",Kamebeul,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,e37e8293-3980-40c6-8588-f9251f767ca8,344183.0000000,1382621.0000000
"500","4600060","6",Yarang,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,10a25b9f-e299-41ed-9799-be74ced636ce,443465.0000000,1383553.0000000
"501","4600060","6",Madina Bafé,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,fefc14ce-7cde-42bb-8047-59cc38b917ca,877518.0000000,1384043.0000000
"502","4600060","6",Kéwoye,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,4ae2ce34-5424-4590-bda5-502e20ef2e14,746687.0000000,1384051.0000000
"503","4600090","8",Missira Dantilia,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c53c9be9-148d-4855-8ad4-cfba0d3eef20,859893.0000000,1384488.0000000
"504","4600090","8",Ibel,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,d29f006e-3b27-468b-ab71-f9aff8a8586b,785163.0000000,1384797.0000000
"505","4600090","8",Sèlèky,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,e28b4d12-aade-456d-ab62-e2e1a326553f,340972.0000000,1385046.0000000
"506","4600060","6",Mangaroungou Santo,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,8e460438-59b5-48ab-b6dc-d6365540cf51,443743.0000000,1385389.0000000
"507","4600090","8",Ndébou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6661973b-8af6-4bca-bb7a-b60c3c7d7f0a,778798.0000000,1385470.0000000
"508","4600090","8",Brin,"0","0","0","0","0","0","0","0","1","0","1","0","0",LA,SN,69283897-a1f7-43bb-8241-3357d206db92,352758.0000000,1386354.0000000
"509","4600090","8",Nikine,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,75dfab15-d2a9-4a76-80ba-58a7e9aa1d46,309403.0000000,1386648.0000000
"510","4600090","8",Saroudia,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,32e4c9b1-7d89-4abc-9ea1-f11384023780,871959.0000000,1386799.0000000
"511","4600090","8",Kouniara Santo,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,54793c68-ce18-475f-9bae-637dbd7c45ff,437186.0000000,1388497.0000000
"512","4600090","8",Koté,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,236345a6-4053-4f2c-bbc0-885ed0f4754b,733384.0000000,1388863.0000000
"513","4600060","6",Kaour,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,3eaeb1d9-9625-4de7-931b-94983e04e443,400902.0000000,1389432.0000000
"514","4600090","8",Landiéni Peul,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,2950b424-b588-44af-8c28-367432ee7962,786068.0000000,1389726.0000000
"515","4600090","8",Maronkounda,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,30063fd1-1df9-4ce0-9d18-52ff5f83d6d0,430437.0000000,1389926.0000000
"516","4600090","8",Fodécounda,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,a1ffd4c0-0a0e-45ec-ae6a-196624194242,838481.0000000,1391178.0000000
"517","4600090","8",Bissassou Douma,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,dfc34cdc-9c82-4e03-a74a-77c977377cc3,453453.0000000,1391407.0000000
"518","4600090","8",Tiankoye,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,46197f5b-3cf0-4c5e-862e-38390834db90,754058.0000000,1391683.0000000
"519","4600090","8",Diogué,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,e17ded9f-9e1e-4c06-a995-4a62317b4a2f,309724.0000000,1393309.0000000
