OBJECTID,CODE,TYPELOCAL,NOM,SERV_ECOLE,SERV_POSTE,SERV_DOUAN,SERV_GENDA,SERV_HOPIT,SERV_INFR_,SERV_MUSUL,SERV_CHRET,SERV_CHAT_,SERV_PT_EA,SERV_ANT_H,SERV_EOLIE,SERV_PUITS,THEME,PAYS,IDUU,longitude,latitude
"520","4600090","8",Ebarak,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,98e26e78-e496-4f04-81d5-46d8d4587afa,730500.0000000,1396853.0000000
"521","4600090","8",Pointe St-Georges,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,3211f866-0ccd-4256-9c80-a71ca1423840,330604.0000000,1396912.0000000
"522","4600090","8",Nafadji,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,b5fcd0ce-468f-4d2d-b6ea-cf3063cf0891,868306.0000000,1397723.0000000
"523","4600090","6",Banguèr,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,072451a8-f0eb-4073-8f84-a11f1a446850,453021.0000000,1399617.0000000
"524","4600090","8",Satadougou Bafé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,67ce8d6d-ef51-4665-a021-faa1945e7016,888999.0000000,1400372.0000000
"525","4600090","8",Singuér,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,21583d04-c2a8-4f9d-8838-6dcbcf782702,401071.0000000,1401100.0000000
"526","4600090","8",Sibakouroto,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,ee73127e-c2d7-4a8b-9300-65d77c1070ee,397373.0000000,1401198.0000000
"527","4600060","6",Oubadji,"1","0","0","0","0","1","0","0","0","0","1","0","0",LA,SN,e07391a9-ec7e-41a5-acd7-3a25b10f8b2d,711698.0000000,1402075.0000000
"528","4600090","8",S. Koubé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,47102cbe-df2f-4351-8a08-926f44c2e282,514485.0000000,1402399.0000000
"529","4600090","8",Pirine Mawdé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,7cdd5ac7-8e85-4138-9b8c-4287cbb3bc0e,586423.0000000,1402400.0000000
"530","4600090","8",Dialakoumbi,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,cc6d0123-8cd0-4654-b85b-31f5bc9c582c,542804.0000000,1402898.0000000
"531","4600090","8",Diaw Ba,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,7c600a15-4c31-44f5-b963-11bc3b745f3b,392071.0000000,1403347.0000000
"532","4600090","8",Bantata,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e8d96f96-a746-4b65-b467-672477f52e39,789527.0000000,1403416.0000000
"533","4600090","8",Oussounkala,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,2706386b-504a-4760-b203-48a8ebdb4e99,774302.0000000,1404654.0000000
"534","4600060","6",Dioudoubou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,7dd6190f-cfdc-428c-a8ab-202ce9fa581a,447807.0000000,1405296.0000000
"535","4600090","8",Payoungou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,75edec8c-a624-46c5-8cc1-ec81e1a93e79,601240.0000000,1405840.0000000
"536","4600090","8",Kontékounda,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,f8b8ff6f-a433-4056-afe7-8b1563fdb86e,492445.0000000,1406561.0000000
"537","4600090","8",Baïtilaye,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,388387f7-60f6-4747-aa86-548903bc89f3,860647.0000000,1406917.0000000
"538","4600090","8",Kaoné,"1","0","0","0","0","1","0","1","0","0","0","0","0",LA,SN,24faf12e-bea6-4697-b207-fc6509f05e58,581046.0000000,1407105.0000000
"539","4600090","8",Bagaya,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,0cac08b1-9e50-45b8-b42e-ec368c1b9db6,348367.0000000,1407589.0000000
"540","4600090","8",Sandiniéri,"1","0","0","0","0","1","1","0","1","0","1","0","0",LA,SN,efb7fc8f-a17d-42de-89bf-b7d5e9122691,442501.0000000,1407597.0000000
"541","4600090","8",Tyidéli,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,13ff15f6-0bef-4a0a-8260-60b60f495222,562244.0000000,1407970.0000000
"542","4600090","8",Dalaba,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,bb196462-3030-4c19-996e-73c04c1508d2,687336.0000000,1410377.0000000
"543","4600060","6",Saré Yoba Diéga,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,fcf66776-2e74-4832-80cf-090f14320046,485356.0000000,1410677.0000000
"544","4600060","6",Guiro Yoro Bokar,"0","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,b3dd2c4d-3a3e-48cb-9cf2-da605864349c,517229.0000000,1412025.0000000
"545","4600090","8",Yassine Madina,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,a131b5c7-1739-4bfa-90d2-2e6828b01848,419690.0000000,1412838.0000000
"546","4600090","8",Lénguéto,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,eec9fc2f-a135-4e6c-99ab-ddb1b4f9fe9f,527563.0000000,1413868.0000000
"547","4600090","8",Bantandiang,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,564ef43e-bbe4-45b9-a276-f9240489c5a6,481550.0000000,1414211.0000000
"548","4600090","8",Diakha Madina,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ac7865e5-ceb5-440f-95f2-6dba8860b405,861864.0000000,1414222.0000000
"549","4600090","8",Diattamine,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,2b99b4e5-8aa0-4469-85dd-ed2fdc8527c2,565758.0000000,1415685.0000000
"550","4600090","8",Diaring,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ff7f705d-0d60-4179-8593-f6c11295399f,460475.0000000,1416830.0000000
"551","4600090","8",Ngoki,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,7606ef8f-20bc-4754-b13e-72db4e1acb7b,558199.0000000,1417837.0000000
"552","4600090","8",Ndiéba,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,1c7db44d-1f2b-492c-af3c-5b7aed4fd068,389059.0000000,1419972.0000000
"553","4600050","4",Bembou,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e7b0094e-b815-4388-8a23-085e08e9dc5a,839116.0000000,1420171.0000000
"554","4600090","8",Tiobon,"1","0","0","0","0","1","1","1","0","0","0","0","0",LA,SN,6141c44a-ea5e-4c4d-bac3-5db5a3e1ca0b,331897.0000000,1421798.0000000
"555","4600090","8",Tiara,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ecbc09a9-8977-4de3-b004-4502a71503c2,548679.0000000,1421836.0000000
"556","4600090","8",Kamoya,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,b0944605-fe57-432d-a80d-33d130927d15,404523.0000000,1422439.0000000
"557","4600090","8",Bari,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,7e697b29-bc5f-4f3b-b05e-5b6d9251bc66,428668.0000000,1422760.0000000
"558","4600060","6",Koussi,"1","0","0","0","0","0","0","1","0","0","0","0","0",LA,SN,5e9e4d9a-1a7b-480a-babb-326fef8aaa6b,434190.0000000,1422901.0000000
"559","4600090","8",Djilonguéya,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,14a806c0-3ffc-4fc1-a8c8-6394c15589e6,393328.0000000,1423232.0000000
"560","4600060","6",Oudoukar,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d13a13fe-9d5b-4ae6-9f64-d937dbbf88a0,464947.0000000,1423314.0000000
"561","4600060","6",Dialambéré,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,54a36aed-3c97-4cf8-936b-5884e99224b4,550924.0000000,1423886.0000000
"562","4600090","8",Goundaga,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,7a8b4e9a-cf53-4371-9d87-9e8328731f0c,601178.0000000,1423900.0000000
"563","4600090","8",Kanouméring,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,153a6fc6-cefa-4e24-8322-a20536351901,806354.0000000,1425842.0000000
"564","4600090","8",Saré Oura,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,b39f3199-e604-4dcd-8eea-19887b67a193,635277.0000000,1426106.0000000
"565","4600090","8",Dionguer,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,5d14d9be-8b89-44c3-ab90-cf0222a42eb7,402340.0000000,1426398.0000000
"566","4600090","8",Niandouba,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,6dfc506d-d8c7-4ba2-9dbd-609e1d4510b4,612019.0000000,1427627.0000000
"567","4600060","6",Médina Chérif,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,5690db61-6ec0-4052-abc1-3eae1fc46fc8,584228.0000000,1428280.0000000
"568","4600090","8",Tiankou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6895d7cb-0b17-40c9-bc14-747627ee7d09,624597.0000000,1428380.0000000
"569","4600090","8",Badiana,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,35eea5e7-700e-4db4-9bba-2e07aa31d327,344248.0000000,1428655.0000000
"570","4600090","8",Saré Pendia,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c5883d19-0515-42fc-9fa1-9efa0d640813,467431.0000000,1428889.0000000
"571","4600060","6",Bignarabi (S. Koussayél),"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,28969d3d-edc2-436e-a66a-3198541e06fc,512742.0000000,1428943.0000000
"572","4600090","8",Kondokhou,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,f6e69bd6-67f1-4fac-a173-4044f89a5f84,855702.0000000,1430619.0000000
"573","4600090","8",Souaki,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ce3c761c-e26d-489f-a0b2-a7eeea4c1778,417705.0000000,1430982.0000000
"574","4600090","8",Silinkine,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,2a69dc39-a425-4f5a-94d6-9ba8ee872257,391527.0000000,1431698.0000000
"575","4600090","8",Moussala,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,effd8c8e-aa9d-4abd-99ca-abb23a93e521,892833.0000000,1432336.0000000
"576","4600060","6",Kandiaye,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,cde5d92c-4f3d-4462-9ee9-7e5076125f9a,604773.0000000,1434473.0000000
"577","4600090","8",Awataba,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,5f235667-4841-47e6-a058-2cd4c1882e74,586345.0000000,1434777.0000000
"578","4600090","8",Barabéri,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,3cdf14bf-2368-4d51-8036-6d89511f790b,853726.0000000,1434964.0000000
"579","4600060","6",Inor,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,eef4cfdb-ea23-444f-810b-a901034683b0,422414.0000000,1436398.0000000
"580","4600090","8",Damantan,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,a6df551d-2da6-4688-a437-93b3487e18d2,672810.0000000,1437480.0000000
"581","4600090","8",Kandiadiou,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,73a80062-3115-4e6e-9219-b1d95c016443,432619.0000000,1437849.0000000
"582","4600090","8",Balandine,"1","0","0","0","0","1","0","1","0","0","0","0","0",LA,SN,62a1ea79-77e6-4822-9f9d-172f8ab0f6d4,358466.0000000,1438664.0000000
"583","4600060","6",Tiéti,"1","0","0","0","0","1","0","0","0","0","1","0","0",LA,SN,8e79fb8a-49ad-4d63-aa42-a3568cbcb63f,491208.0000000,1439716.0000000
"584","4600090","8",Birkamanding 1,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,66e4fe24-7448-4ff5-9086-04b95a1c6c97,343399.0000000,1439784.0000000
"585","4600060","6",Koulinto,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,de2d4fbd-bbd1-4c3c-88fc-c4f1e4e91a10,521019.0000000,1440116.0000000
"586","4600090","8",Boussimbalo,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,476773f3-a1f1-4ffa-bc89-481eb3c4b475,478633.0000000,1440244.0000000
"587","4600050","4",Kataba1 (Badjikounda),"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,96652e3a-7b53-4bcf-b55c-6d3976b5dcfb,329194.0000000,1440527.0000000
"588","4600090","8",Simenti,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c78e806a-417b-4151-b8fc-68143dbb9655,684989.0000000,1440718.0000000
"589","4600060","6",Diambati,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ca4b2e4d-8362-4389-9fbe-a31da4d7646f,447611.0000000,1441204.0000000
"590","4600090","8",Médina Pakane,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e492c4fa-21be-4bf5-8a79-3f7e073ee510,632052.0000000,1441707.0000000
"591","4600090","8",Franding,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,8573b9ae-5ef8-4563-8140-9dd05918edc1,888726.0000000,1442543.0000000
"592","4600090","8",Niafarang,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,1bb70bb3-c054-43eb-9fe4-cee22366ecdd,312518.0000000,1442685.0000000
"593","4600090","8",Saré Bodio,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6bd489d8-04a2-47d2-824b-9ab39a94f846,524995.0000000,1444255.0000000
"594","4600090","8",Diana Sonkodou,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,f72cfec1-4d21-4ed4-bb58-326c59b744bb,447272.0000000,1444701.0000000
"595","4600090","8",Sillakounda,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,910375b2-2080-412d-a582-14fd06ec4249,467337.0000000,1444974.0000000
"596","4600060","6",Fawn,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,0c4979db-712a-4c46-85b9-4e8e7b457014,433651.0000000,1445900.0000000
"597","4600060","6",Badion,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,c71e626e-2ddf-47e9-bf8c-960f5a912c47,569981.0000000,1446147.0000000
"598","4600090","8",Campement Niokolo,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,3febec60-028a-45aa-b19b-82831a56cde0,746699.0000000,1446844.0000000
"599","4600090","8",Hamdallaye Amadou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,01a297d9-3291-46a8-8bf4-ef1e96bbc84b,513375.0000000,1447175.0000000
"600","4600090","8",Nioniam,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6683f31d-bf87-4ce0-9930-9413d5669b6e,402029.0000000,1447990.0000000
"601","4600060","6",Missira Sirimana,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,46095958-1a12-4973-9591-591217219bd2,858061.0000000,1449197.0000000
"602","4600090","8",Badimbour,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,926b5d65-a5c5-4ddf-b311-9088cb591012,423551.0000000,1449476.0000000
"603","4600090","8",Sanbaranbougou,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,b52b75a2-3e23-4f07-a188-42a1d0e765d5,841484.0000000,1450731.0000000
"604","4600090","8",Bambaraya,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,8688e86b-a164-4aaa-b814-a2ac309bff46,815467.0000000,1450912.0000000
"605","4600090","8",Saré Boïdo Mali,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,0314b856-9fbd-45a5-ba42-f699102a6944,572211.0000000,1451813.0000000
"606","4600090","8",Diokadou,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,ec32b610-f641-4e3c-a128-90d51d7e0047,379294.0000000,1452051.0000000
"607","4600090","8",Diaboudior Tangal,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e26a7b80-d6a1-4eaa-9ad3-2ad3cc5aa319,371567.0000000,1452218.0000000
"608","4600090","8",Ylimalo,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,fcd09838-263e-47cf-987b-6eea4e4315e4,881064.0000000,1452245.0000000
"609","4600090","8",Dombondir,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,b0c6a7f3-2734-4bc8-b944-ae38a6c49dfa,316484.0000000,1452844.0000000
"610","4600090","8",Kandiadiou,"1","0","1","0","0","0","0","0","0","0","0","0","0",LA,SN,a8dd5167-ec91-4446-8bde-1630c192366d,387702.0000000,1452985.0000000
"611","4600090","8",Kénéba Mballo Kounda,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,66483add-21da-4dd5-99bd-041d26317b3f,619164.0000000,1453181.0000000
"612","4600090","8",Tambacounda,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c7d05f2a-78fa-4a6e-8a53-bb1cd7658257,334229.0000000,1453285.0000000
"613","4600090","8",Balakonko,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,019493e9-0080-426a-9dc9-604d44c5e85b,858042.0000000,1455140.0000000
"614","4600050","4",Sabodala,"1","0","0","1","0","0","1","0","0","0","0","0","0",LA,SN,d5c8a253-9989-47b1-a415-602163d11064,813045.0000000,1456930.0000000
"615","4600090","8",Saré Baradji,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,304256bc-b421-4201-a6ad-f226b2eae844,467548.0000000,1457756.0000000
"616","4600090","8",Koumbadiouma,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,02db1a5b-51d1-4312-9e7d-265e56e48660,611599.0000000,1458021.0000000
"617","4600090","8",Lenguédié,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,278e446b-754f-4850-be36-cde20ff055d9,569219.0000000,1458100.0000000
"618","4600090","8",Missira,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,51cbbf2d-e29d-48ca-9e0b-3781bedb88a9,649617.0000000,1458676.0000000
"619","4600060","6",Kandion Mangara,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,41cda601-41b3-4f63-bfde-6bcbcd29728c,415085.0000000,1458709.0000000
"620","4600090","8",Ndiolofène,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,320ec756-49fb-4196-854f-5e7c18548ac3,430620.0000000,1458828.0000000
"621","4600090","8",Mama Kono,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,313caca3-7d99-40de-b4a4-2391eb5cf729,819123.0000000,1459136.0000000
"622","4600090","8",Soulabali,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,30f063e6-e150-4fa4-b267-6c2fa36d6180,501351.0000000,1460129.0000000
"623","4600090","8",Daloto,"1","0","0","0","0","0","0","0","0","1","0","0","0",LA,SN,8742fc6f-3e6b-49c5-9d3f-ecaa9dd0af3e,857149.0000000,1460336.0000000
"624","4600090","8",Diénoun Diala,"0","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,40c6ac0d-d79e-4ceb-84bd-49e7c560b1c7,704545.0000000,1461509.0000000
"625","4600090","8",Badiara Fili,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d9bb15d6-c11b-44ca-ae7c-0ede1d2a0b4e,587260.0000000,1461813.0000000
"626","4600090","8",Dialaba Diéri,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,34fe647d-172b-465d-94ff-e43703e6f49f,471369.0000000,1462734.0000000
"627","4600090","8",Wansangara,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,bd0123c9-9ae1-4b20-829c-274669c52131,874607.0000000,1463181.0000000
"628","4600050","4",Bogal,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,3add8d2e-0c56-47ae-8b00-71d382af82d5,436765.0000000,1463740.0000000
"629","4600090","8",Koboyel,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,1ebbaec5-dc9d-4544-b142-0c6837380194,430425.0000000,1464973.0000000
"630","4600090","8",Manda Village,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,dfc286f6-0396-49a8-aa98-4e081ba5dcdd,621629.0000000,1465036.0000000
"631","4600090","8",Dar Salam,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,5b6e2352-c095-4d58-9df7-bba9b4bd398d,694867.0000000,1466591.0000000
"632","4600090","8",Bransan,"1","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,7d1607fc-8b69-4d99-8cef-d6dfece2812c,813826.0000000,1467980.0000000
"633","4600090","8",Boudouk,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,838d3ebc-6d64-48df-878e-31ff480cab8c,421808.0000000,1469098.0000000
"634","4600090","8",Mansa Dala,"1","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,960df79d-98be-4118-b55c-7ff3bc5cf4ab,714840.0000000,1469211.0000000
"635","4600060","6",Bourouka,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,61ecc2ca-6313-452e-87a7-142122dce608,475745.0000000,1469368.0000000
"636","4600060","6",Dinguiraye,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,38a790e6-ecee-4c7c-8195-74f906eaba03,541388.0000000,1471169.0000000
"637","4600050","4",Saré Malick (Niaming),"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,da097a6e-06be-4df9-9f1b-4100759eac9d,525970.0000000,1471636.0000000
"638","4600090","8",Kayan,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,4a6bf2ee-f803-4578-bd44-7e1364be58b5,790433.0000000,1473060.0000000
"639","4600090","8",Ségoto,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,b721f41b-d73d-486d-aef1-2df39060f2eb,846915.0000000,1473115.0000000
"640","4600090","8",Manda Douane,"0","0","1","0","0","0","0","0","0","0","1","0","0",LA,SN,2311c3bc-c651-484f-befc-4a86b6124fb5,627332.0000000,1474235.0000000
"641","4600090","8",Tourokoto,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,611e4ca1-248e-4f54-ae01-6f5e45f17baf,843170.0000000,1474906.0000000
"642","4600090","8",Gamon,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,bbeb79e3-cd20-462b-b2bd-89c986ade38d,725719.0000000,1476142.0000000
"643","4600090","8",Sénoba,"0","0","1","0","0","0","0","0","0","0","0","0","0",LA,SN,067c5a1c-b2c9-47f8-b3d7-d58e2fe654c4,443827.0000000,1477981.0000000
"644","4600090","8",Diala Maka,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,74c53ba2-c9b4-4fff-a9c9-7bef9da1db84,705590.0000000,1478166.0000000
"645","4600090","8",Belli Wamédaka,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,24240b0a-92a9-4783-b602-ee6a06928b34,762701.0000000,1478883.0000000
"646","4600090","8",Koar,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,8c247768-4063-42fa-b12d-d00498e6aa57,651139.0000000,1479176.0000000
"647","4600090","8",Toumbingfara,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,81598c7d-8768-4847-9602-57e6c0e62a53,851382.0000000,1480073.0000000
"648","4600090","8",Ngoudouro,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,82adad63-f92c-4709-a0ca-a4fba789a49c,519358.0000000,1481680.0000000
"649","4600090","8",Sonkounkou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,9b6a4208-e225-43c6-ab77-630f21ed3529,836794.0000000,1481973.0000000
"650","4600060","6",Boutougou Fara,"0","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,b910fede-cfa2-4b29-b811-cbd1e4dabf59,772291.0000000,1482607.0000000
"651","4600090","8",Séno Kindessa,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,4c022fa7-65b2-4166-aacb-2b610728110a,731415.0000000,1482634.0000000
"652","4600090","8",Binguél,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,cd3284af-b844-4f74-b04a-be8486436fd7,710985.0000000,1482831.0000000
"653","4600090","8",Sayansoutou,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,0ebaa1d2-7975-4766-a1ae-8912ddb195c2,863926.0000000,1483094.0000000
"654","4600090","8",Makabing Boubou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c40eafe4-b838-46d6-ba7f-f048783b703a,641429.0000000,1483947.0000000
"655","4600090","8",Hamdallaye Diapaldi,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,3f678f01-a25c-41e7-a629-d0ebe9d3ac86,670422.0000000,1485940.0000000
"656","4600060","6",Kérévane,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d7a21ccc-bc8b-426f-b2d4-bd06f18cbce1,500576.0000000,1486932.0000000
"657","4600090","8",Erémokono,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,8d216397-712c-4efe-b6a1-21ec84714dfb,824418.0000000,1487152.0000000
"658","4600090","8",Ngho-Nghoya,"1","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,025ce2d3-3da8-47a2-82a4-ff5dac961b7e,771548.0000000,1489523.0000000
"659","4600090","8",Gouloumbou,"1","1","1","0","0","0","0","1","0","0","1","0","0",LA,SN,d0a06f5a-2783-4f41-b0a1-e2b03b5fa6fe,639101.0000000,1489642.0000000
"660","4600090","8",Niaoulé,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,6ba1ade1-782d-4a97-aa36-fa1a23e3c577,645872.0000000,1490246.0000000
"661","4600090","8",Banfoulou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,13ac7e6e-4119-4c17-ba43-bbb2c118f98f,679441.0000000,1490547.0000000
"662","4600090","8",Tabanding Wolof,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,f98866ec-1fb0-41ce-a09e-e447be96b8cf,564913.0000000,1491799.0000000
"663","4600090","8",Soréto,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,b97b02fa-04ca-4b23-8e35-635e3b65b0d7,834718.0000000,1493743.0000000
"664","4600090","8",Saré Yorobouya,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d0983e9a-7a5e-4252-964d-aa9ba74fb01e,489519.0000000,1496001.0000000
"665","4600090","8",Diana,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,d5cf8dc3-5021-419d-93e3-5689ee0bdbe6,731178.0000000,1498163.0000000
"666","4600090","8",Sandikéring,"1","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,01aff133-4be9-4b94-9b50-9921436f77e1,593456.0000000,1498453.0000000
"667","4600090","8",Samba Ngaye,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,f8c18a35-86ef-41ea-b651-d7bd9975d352,571940.0000000,1500856.0000000
"668","4600090","8",Sandinkounda,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e33c2b69-8c06-4d06-b56c-5ed4c0f65acf,814158.0000000,1501257.0000000
"669","4600090","8",Sao Nding,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,6cb71d87-52f5-4992-8196-be242e8b39f3,569435.0000000,1502178.0000000
"670","4600090","8",Balam Boulou,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,dccd2790-db8b-4184-9491-501a7515029f,700324.0000000,1502323.0000000
